temperature,solar_ghi,solar_prediction_mw,wind_prediction_mw,load_actuals_mw,timestamp,month,season,workdayornot,temperature_lag1,temperature_lag2,temperature_lag3,temperature_lag4,temperature_lag5,temperature_lag6,load_actuals_mw_lag1,load_actuals_mw_lag2,load_actuals_mw_lag3,load_actuals_mw_lag4,load_actuals_mw_lag5,load_actuals_mw_lag6,wind_prediction_mw_lag1,wind_prediction_mw_lag2,wind_prediction_mw_lag3,wind_prediction_mw_lag4,wind_prediction_mw_lag5,wind_prediction_mw_lag6,solar_prediction_mw_lag1,solar_prediction_mw_lag2,solar_prediction_mw_lag3,solar_prediction_mw_lag4,solar_prediction_mw_lag5,solar_prediction_mw_lag6
144.1907,583.0758,146.5624,32.3271,93.5825,2020-04-07 15:15:00+02:00,4,2,1,144.1454,144.0750,143.9792,143.8835,143.7878,143.6662,93.4201,93.8355,93.7634,93.9566,94.7621,94.9020,33.4357,34.3790,34.6415,34.7148,34.6513,34.2454,148.6342,149.6857,151.4370,152.7387,154.0365,155.0959
144.2359,555.5695,143.3687,31.4733,93.2375,2020-04-07 15:30:00+02:00,4,2,1,144.1907,144.1454,144.0750,143.9792,143.8835,143.7878,93.5825,93.4201,93.8355,93.7634,93.9566,94.7621,32.3271,33.4357,34.3790,34.6415,34.7148,34.6513,146.5624,148.6342,149.6857,151.4370,152.7387,154.0365
144.2812,526.2963,138.6309,31.3625,93.4055,2020-04-07 15:45:00+02:00,4,2,1,144.2359,144.1907,144.1454,144.0750,143.9792,143.8835,93.2375,93.5825,93.4201,93.8355,93.7634,93.9566,31.4733,32.3271,33.4357,34.3790,34.6415,34.7148,143.3687,146.5624,148.6342,149.6857,151.4370,152.7387
144.3080,495.5142,132.0089,31.5246,93.5862,2020-04-07 16:00:00+02:00,4,2,1,144.2812,144.2359,144.1907,144.1454,144.0750,143.9792,93.4055,93.2375,93.5825,93.4201,93.8355,93.7634,31.3625,31.4733,32.3271,33.4357,34.3790,34.6415,138.6309,143.3687,146.5624,148.6342,149.6857,151.4370
144.3164,463.4364,123.2487,31.6944,92.4928,2020-04-07 16:15:00+02:00,4,2,1,144.3080,144.2812,144.2359,144.1907,144.1454,144.0750,93.5862,93.4055,93.2375,93.5825,93.4201,93.8355,31.5246,31.3625,31.4733,32.3271,33.4357,34.3790,132.0089,138.6309,143.3687,146.5624,148.6342,149.6857
144.3248,429.7385,113.8709,31.8623,92.5437,2020-04-07 16:30:00+02:00,4,2,1,144.3164,144.3080,144.2812,144.2359,144.1907,144.1454,92.4928,93.5862,93.4055,93.2375,93.5825,93.4201,31.6944,31.5246,31.3625,31.4733,32.3271,33.4357,123.2487,132.0089,138.6309,143.3687,146.5624,148.6342
144.3332,394.7462,104.5517,32.4782,93.6919,2020-04-07 16:45:00+02:00,4,2,1,144.3248,144.3164,144.3080,144.2812,144.2359,144.1907,92.5437,92.4928,93.5862,93.4055,93.2375,93.5825,31.8623,31.6944,31.5246,31.3625,31.4733,32.3271,113.8709,123.2487,132.0089,138.6309,143.3687,146.5624
144.3205,359.2714,94.8299,33.7566,94.3967,2020-04-07 17:00:00+02:00,4,2,1,144.3332,144.3248,144.3164,144.3080,144.2812,144.2359,93.6919,92.5437,92.4928,93.5862,93.4055,93.2375,32.4782,31.8623,31.6944,31.5246,31.3625,31.4733,104.5517,113.8709,123.2487,132.0089,138.6309,143.3687
144.2866,323.5526,85.1354,35.6360,96.0432,2020-04-07 17:15:00+02:00,4,2,1,144.3205,144.3332,144.3248,144.3164,144.3080,144.2812,94.3967,93.6919,92.5437,92.4928,93.5862,93.4055,33.7566,32.4782,31.8623,31.6944,31.5246,31.3625,94.8299,104.5517,113.8709,123.2487,132.0089,138.6309
144.2528,290.8103,76.0742,37.3650,97.0206,2020-04-07 17:30:00+02:00,4,2,1,144.2866,144.3205,144.3332,144.3248,144.3164,144.3080,96.0432,94.3967,93.6919,92.5437,92.4928,93.5862,35.6360,33.7566,32.4782,31.8623,31.6944,31.5246,85.1354,94.8299,104.5517,113.8709,123.2487,132.0089
144.2190,260.3488,67.0443,38.3180,98.0037,2020-04-07 17:45:00+02:00,4,2,1,144.2528,144.2866,144.3205,144.3332,144.3248,144.3164,97.0206,96.0432,94.3967,93.6919,92.5437,92.4928,37.3650,35.6360,33.7566,32.4782,31.8623,31.6944,76.0742,85.1354,94.8299,104.5517,113.8709,123.2487
144.1440,229.0840,57.0175,39.2561,98.4286,2020-04-07 18:00:00+02:00,4,2,1,144.2190,144.2528,144.2866,144.3205,144.3332,144.3248,98.0037,97.0206,96.0432,94.3967,93.6919,92.5437,38.3180,37.3650,35.6360,33.7566,32.4782,31.8623,67.0443,76.0742,85.1354,94.8299,104.5517,113.8709
144.0279,197.2446,46.9361,40.6506,100.0946,2020-04-07 18:15:00+02:00,4,2,1,144.1440,144.2190,144.2528,144.2866,144.3205,144.3332,98.4286,98.0037,97.0206,96.0432,94.3967,93.6919,39.2561,38.3180,37.3650,35.6360,33.7566,32.4782,57.0175,67.0443,76.0742,85.1354,94.8299,104.5517
143.9118,170.0696,37.1595,42.3134,101.7589,2020-04-07 18:30:00+02:00,4,2,1,144.0279,144.1440,144.2190,144.2528,144.2866,144.3205,100.0946,98.4286,98.0037,97.0206,96.0432,94.3967,40.6506,39.2561,38.3180,37.3650,35.6360,33.7566,46.9361,57.0175,67.0443,76.0742,85.1354,94.8299
143.7958,145.0073,29.5603,44.1118,101.5865,2020-04-07 18:45:00+02:00,4,2,1,143.9118,144.0279,144.1440,144.2190,144.2528,144.2866,101.7589,100.0946,98.4286,98.0037,97.0206,96.0432,42.3134,40.6506,39.2561,38.3180,37.3650,35.6360,37.1595,46.9361,57.0175,67.0443,76.0742,85.1354
143.6088,116.6910,22.6178,45.2872,102.0045,2020-04-07 19:00:00+02:00,4,2,1,143.7958,143.9118,144.0279,144.1440,144.2190,144.2528,101.5865,101.7589,100.0946,98.4286,98.0037,97.0206,44.1118,42.3134,40.6506,39.2561,38.3180,37.3650,29.5603,37.1595,46.9361,57.0175,67.0443,76.0742
143.3508,86.1094,15.9685,45.0467,101.6775,2020-04-07 19:15:00+02:00,4,2,1,143.6088,143.7958,143.9118,144.0279,144.1440,144.2190,102.0045,101.5865,101.7589,100.0946,98.4286,98.0037,45.2872,44.1118,42.3134,40.6506,39.2561,38.3180,22.6178,29.5603,37.1595,46.9361,57.0175,67.0443
143.0930,55.0561,10.0385,44.4930,100.5293,2020-04-07 19:30:00+02:00,4,2,1,143.3508,143.6088,143.7958,143.9118,144.0279,144.1440,101.6775,102.0045,101.5865,101.7589,100.0946,98.4286,45.0467,45.2872,44.1118,42.3134,40.6506,39.2561,15.9685,22.6178,29.5603,37.1595,46.9361,57.0175
142.8351,26.8455,5.4649,44.9864,100.1089,2020-04-07 19:45:00+02:00,4,2,1,143.0930,143.3508,143.6088,143.7958,143.9118,144.0279,100.5293,101.6775,102.0045,101.5865,101.7589,100.0946,44.4930,45.0467,45.2872,44.1118,42.3134,40.6506,10.0385,15.9685,22.6178,29.5603,37.1595,46.9361
142.6195,7.0836,2.3063,46.7355,99.4403,2020-04-07 20:00:00+02:00,4,2,1,142.8351,143.0930,143.3508,143.6088,143.7958,143.9118,100.1089,100.5293,101.6775,102.0045,101.5865,101.7589,44.9864,44.4930,45.0467,45.2872,44.1118,42.3134,5.4649,10.0385,15.9685,22.6178,29.5603,37.1595
142.4463,0.3174,0.4378,48.1623,99.0791,2020-04-07 20:15:00+02:00,4,2,1,142.6195,142.8351,143.0930,143.3508,143.6088,143.7958,99.4403,100.1089,100.5293,101.6775,102.0045,101.5865,46.7355,44.9864,44.4930,45.0467,45.2872,44.1118,2.3063,5.4649,10.0385,15.9685,22.6178,29.5603
142.2731,0.0000,0.0000,48.7504,100.1628,2020-04-07 20:30:00+02:00,4,2,1,142.4463,142.6195,142.8351,143.0930,143.3508,143.6088,99.0791,99.4403,100.1089,100.5293,101.6775,102.0045,48.1623,46.7355,44.9864,44.4930,45.0467,45.2872,0.4378,2.3063,5.4649,10.0385,15.9685,22.6178
142.0999,0.0000,0.0000,49.5238,100.2599,2020-04-07 20:45:00+02:00,4,2,1,142.2731,142.4463,142.6195,142.8351,143.0930,143.3508,100.1628,99.0791,99.4403,100.1089,100.5293,101.6775,48.7504,48.1623,46.7355,44.9864,44.4930,45.0467,0.0000,0.4378,2.3063,5.4649,10.0385,15.9685
141.9664,0.0000,0.0000,51.5471,99.0981,2020-04-07 21:00:00+02:00,4,2,1,142.0999,142.2731,142.4463,142.6195,142.8351,143.0930,100.2599,100.1628,99.0791,99.4403,100.1089,100.5293,49.5238,48.7504,48.1623,46.7355,44.9864,44.4930,0.0000,0.0000,0.4378,2.3063,5.4649,10.0385
141.8727,0.0000,0.0000,52.7951,97.3333,2020-04-07 21:15:00+02:00,4,2,1,141.9664,142.0999,142.2731,142.4463,142.6195,142.8351,99.0981,100.2599,100.1628,99.0791,99.4403,100.1089,51.5471,49.5238,48.7504,48.1623,46.7355,44.9864,0.0000,0.0000,0.0000,0.4378,2.3063,5.4649
141.7790,0.0000,0.0000,53.4615,95.6235,2020-04-07 21:30:00+02:00,4,2,1,141.8727,141.9664,142.0999,142.2731,142.4463,142.6195,97.3333,99.0981,100.2599,100.1628,99.0791,99.4403,52.7951,51.5471,49.5238,48.7504,48.1623,46.7355,0.0000,0.0000,0.0000,0.0000,0.4378,2.3063
141.6853,0.0000,0.0000,53.9652,94.1500,2020-04-07 21:45:00+02:00,4,2,1,141.7790,141.8727,141.9664,142.0999,142.2731,142.4463,95.6235,97.3333,99.0981,100.2599,100.1628,99.0791,53.4615,52.7951,51.5471,49.5238,48.7504,48.1623,0.0000,0.0000,0.0000,0.0000,0.0000,0.4378
141.5923,0.0000,0.0000,55.1386,94.9897,2020-04-07 22:00:00+02:00,4,2,1,141.6853,141.7790,141.8727,141.9664,142.0999,142.2731,94.1500,95.6235,97.3333,99.0981,100.2599,100.1628,53.9652,53.4615,52.7951,51.5471,49.5238,48.7504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.5002,0.0000,0.0000,56.3438,96.1254,2020-04-07 22:15:00+02:00,4,2,1,141.5923,141.6853,141.7790,141.8727,141.9664,142.0999,94.9897,94.1500,95.6235,97.3333,99.0981,100.2599,55.1386,53.9652,53.4615,52.7951,51.5471,49.5238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.4080,0.0000,0.0000,57.5937,95.5566,2020-04-07 22:30:00+02:00,4,2,1,141.5002,141.5923,141.6853,141.7790,141.8727,141.9664,96.1254,94.9897,94.1500,95.6235,97.3333,99.0981,56.3438,55.1386,53.9652,53.4615,52.7951,51.5471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.3159,0.0000,0.0000,59.1172,94.9883,2020-04-07 22:45:00+02:00,4,2,1,141.4080,141.5002,141.5923,141.6853,141.7790,141.8727,95.5566,96.1254,94.9897,94.1500,95.6235,97.3333,57.5937,56.3438,55.1386,53.9652,53.4615,52.7951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.2281,0.0000,0.0000,60.9998,94.9707,2020-04-07 23:00:00+02:00,4,2,1,141.3159,141.4080,141.5002,141.5923,141.6853,141.7790,94.9883,95.5566,96.1254,94.9897,94.1500,95.6235,59.1172,57.5937,56.3438,55.1386,53.9652,53.4615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.1448,0.0000,0.0000,62.0319,93.3527,2020-04-07 23:15:00+02:00,4,2,1,141.2281,141.3159,141.4080,141.5002,141.5923,141.6853,94.9707,94.9883,95.5566,96.1254,94.9897,94.1500,60.9998,59.1172,57.5937,56.3438,55.1386,53.9652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141.0614,0.0000,0.0000,62.8799,91.3170,2020-04-07 23:30:00+02:00,4,2,1,141.1448,141.2281,141.3159,141.4080,141.5002,141.5923,93.3527,94.9707,94.9883,95.5566,96.1254,94.9897,62.0319,60.9998,59.1172,57.5937,56.3438,55.1386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.9781,0.0000,0.0000,64.2452,90.0380,2020-04-07 23:45:00+02:00,4,2,1,141.0614,141.1448,141.2281,141.3159,141.4080,141.5002,91.3170,93.3527,94.9707,94.9883,95.5566,96.1254,62.8799,62.0319,60.9998,59.1172,57.5937,56.3438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.9002,0.0000,0.0000,52.0508,88.3347,2020-04-08 00:00:00+02:00,4,2,1,140.9781,141.0614,141.1448,141.2281,141.3159,141.4080,90.0380,91.3170,93.3527,94.9707,94.9883,95.5566,64.2452,62.8799,62.0319,60.9998,59.1172,57.5937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.8278,0.0000,0.0000,51.3831,87.7422,2020-04-08 00:15:00+02:00,4,2,1,140.9002,140.9781,141.0614,141.1448,141.2281,141.3159,88.3347,90.0380,91.3170,93.3527,94.9707,94.9883,52.0508,64.2452,62.8799,62.0319,60.9998,59.1172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.7554,0.0000,0.0000,50.5643,87.1067,2020-04-08 00:30:00+02:00,4,2,1,140.8278,140.9002,140.9781,141.0614,141.1448,141.2281,87.7422,88.3347,90.0380,91.3170,93.3527,94.9707,51.3831,52.0508,64.2452,62.8799,62.0319,60.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.6830,0.0000,0.0000,49.9354,85.7415,2020-04-08 00:45:00+02:00,4,2,1,140.7554,140.8278,140.9002,140.9781,141.0614,141.1448,87.1067,87.7422,88.3347,90.0380,91.3170,93.3527,50.5643,51.3831,52.0508,64.2452,62.8799,62.0319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.6113,0.0000,0.0000,49.0012,83.9749,2020-04-08 01:00:00+02:00,4,2,1,140.6830,140.7554,140.8278,140.9002,140.9781,141.0614,85.7415,87.1067,87.7422,88.3347,90.0380,91.3170,49.9354,50.5643,51.3831,52.0508,64.2452,62.8799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.5404,0.0000,0.0000,47.8765,83.2272,2020-04-08 01:15:00+02:00,4,2,1,140.6113,140.6830,140.7554,140.8278,140.9002,140.9781,83.9749,85.7415,87.1067,87.7422,88.3347,90.0380,49.0012,49.9354,50.5643,51.3831,52.0508,64.2452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.4694,0.0000,0.0000,46.5935,82.9851,2020-04-08 01:30:00+02:00,4,2,1,140.5404,140.6113,140.6830,140.7554,140.8278,140.9002,83.2272,83.9749,85.7415,87.1067,87.7422,88.3347,47.8765,49.0012,49.9354,50.5643,51.3831,52.0508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.3984,0.0000,0.0000,45.0583,82.2202,2020-04-08 01:45:00+02:00,4,2,1,140.4694,140.5404,140.6113,140.6830,140.7554,140.8278,82.9851,83.2272,83.9749,85.7415,87.1067,87.7422,46.5935,47.8765,49.0012,49.9354,50.5643,51.3831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140.0286,0.0000,0.0000,43.4097,81.4213,2020-04-08 02:00:00+02:00,4,2,1,140.3984,140.4694,140.5404,140.6113,140.6830,140.7554,82.2202,82.9851,83.2272,83.9749,85.7415,87.1067,45.0583,46.5935,47.8765,49.0012,49.9354,50.5643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.9753,0.0000,0.0000,41.7086,80.6487,2020-04-08 02:15:00+02:00,4,2,1,140.0286,140.3984,140.4694,140.5404,140.6113,140.6830,81.4213,82.2202,82.9851,83.2272,83.9749,85.7415,43.4097,45.0583,46.5935,47.8765,49.0012,49.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.9220,0.0000,0.0000,39.7741,79.6564,2020-04-08 02:30:00+02:00,4,2,1,139.9753,140.0286,140.3984,140.4694,140.5404,140.6113,80.6487,81.4213,82.2202,82.9851,83.2272,83.9749,41.7086,43.4097,45.0583,46.5935,47.8765,49.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.8688,0.0000,0.0000,38.0522,79.3122,2020-04-08 02:45:00+02:00,4,2,1,139.9220,139.9753,140.0286,140.3984,140.4694,140.5404,79.6564,80.6487,81.4213,82.2202,82.9851,83.2272,39.7741,41.7086,43.4097,45.0583,46.5935,47.8765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.8036,0.0000,0.0000,36.3822,78.7772,2020-04-08 03:00:00+02:00,4,2,1,139.8688,139.9220,139.9753,140.0286,140.3984,140.4694,79.3122,79.6564,80.6487,81.4213,82.2202,82.9851,38.0522,39.7741,41.7086,43.4097,45.0583,46.5935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.7265,0.0000,0.0000,34.6325,78.5862,2020-04-08 03:15:00+02:00,4,2,1,139.8036,139.8688,139.9220,139.9753,140.0286,140.3984,78.7772,79.3122,79.6564,80.6487,81.4213,82.2202,36.3822,38.0522,39.7741,41.7086,43.4097,45.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.6493,0.0000,0.0000,32.6305,78.9426,2020-04-08 03:30:00+02:00,4,2,1,139.7265,139.8036,139.8688,139.9220,139.9753,140.0286,78.5862,78.7772,79.3122,79.6564,80.6487,81.4213,34.6325,36.3822,38.0522,39.7741,41.7086,43.4097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.5722,0.0000,0.0000,30.6409,79.2390,2020-04-08 03:45:00+02:00,4,2,1,139.6493,139.7265,139.8036,139.8688,139.9220,139.9753,78.9426,78.5862,78.7772,79.3122,79.6564,80.6487,32.6305,34.6325,36.3822,38.0522,39.7741,41.7086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.5017,0.0000,0.0000,29.1622,79.8022,2020-04-08 04:00:00+02:00,4,2,1,139.5722,139.6493,139.7265,139.8036,139.8688,139.9220,79.2390,78.9426,78.5862,78.7772,79.3122,79.6564,30.6409,32.6305,34.6325,36.3822,38.0522,39.7741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.4376,0.0000,0.0000,27.9745,79.2353,2020-04-08 04:15:00+02:00,4,2,1,139.5017,139.5722,139.6493,139.7265,139.8036,139.8688,79.8022,79.2390,78.9426,78.5862,78.7772,79.3122,29.1622,30.6409,32.6305,34.6325,36.3822,38.0522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.3736,0.0000,0.0000,26.7395,79.6723,2020-04-08 04:30:00+02:00,4,2,1,139.4376,139.5017,139.5722,139.6493,139.7265,139.8036,79.2353,79.8022,79.2390,78.9426,78.5862,78.7772,27.9745,29.1622,30.6409,32.6305,34.6325,36.3822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.3096,0.0000,0.0000,25.4475,79.3587,2020-04-08 04:45:00+02:00,4,2,1,139.3736,139.4376,139.5017,139.5722,139.6493,139.7265,79.6723,79.2353,79.8022,79.2390,78.9426,78.5862,26.7395,27.9745,29.1622,30.6409,32.6305,34.6325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.2363,0.0000,0.0000,24.4283,80.9916,2020-04-08 05:00:00+02:00,4,2,1,139.3096,139.3736,139.4376,139.5017,139.5722,139.6493,79.3587,79.6723,79.2353,79.8022,79.2390,78.9426,25.4475,26.7395,27.9745,29.1622,30.6409,32.6305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.1538,0.0000,0.0000,23.6296,81.0435,2020-04-08 05:15:00+02:00,4,2,1,139.2363,139.3096,139.3736,139.4376,139.5017,139.5722,80.9916,79.3587,79.6723,79.2353,79.8022,79.2390,24.4283,25.4475,26.7395,27.9745,29.1622,30.6409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139.0714,0.0000,0.0000,22.8621,82.9826,2020-04-08 05:30:00+02:00,4,2,1,139.1538,139.2363,139.3096,139.3736,139.4376,139.5017,81.0435,80.9916,79.3587,79.6723,79.2353,79.8022,23.6296,24.4283,25.4475,26.7395,27.9745,29.1622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.9889,0.0000,0.0000,21.6348,84.6373,2020-04-08 05:45:00+02:00,4,2,1,139.0714,139.1538,139.2363,139.3096,139.3736,139.4376,82.9826,81.0435,80.9916,79.3587,79.6723,79.2353,22.8621,23.6296,24.4283,25.4475,26.7395,27.9745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.9142,0.0000,0.0000,20.5217,88.9780,2020-04-08 06:00:00+02:00,4,2,1,138.9889,139.0714,139.1538,139.2363,139.3096,139.3736,84.6373,82.9826,81.0435,80.9916,79.3587,79.6723,21.6348,22.8621,23.6296,24.4283,25.4475,26.7395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.8473,0.0000,0.0000,19.2660,91.0531,2020-04-08 06:15:00+02:00,4,2,1,138.9142,138.9889,139.0714,139.1538,139.2363,139.3096,88.9780,84.6373,82.9826,81.0435,80.9916,79.3587,20.5217,21.6348,22.8621,23.6296,24.4283,25.4475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.7804,0.0000,0.0000,17.8916,92.7975,2020-04-08 06:30:00+02:00,4,2,1,138.8473,138.9142,138.9889,139.0714,139.1538,139.2363,91.0531,88.9780,84.6373,82.9826,81.0435,80.9916,19.2660,20.5217,21.6348,22.8621,23.6296,24.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.7135,0.0000,0.0000,17.0514,93.5883,2020-04-08 06:45:00+02:00,4,2,1,138.7804,138.8473,138.9142,138.9889,139.0714,139.1538,92.7975,91.0531,88.9780,84.6373,82.9826,81.0435,17.8916,19.2660,20.5217,21.6348,22.8621,23.6296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.7545,0.0000,0.7075,16.4031,93.9777,2020-04-08 07:00:00+02:00,4,2,1,138.7135,138.7804,138.8473,138.9142,138.9889,139.0714,93.5883,92.7975,91.0531,88.9780,84.6373,82.9826,17.0514,17.8916,19.2660,20.5217,21.6348,22.8621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138.9033,0.0000,2.9748,14.6897,94.7279,2020-04-08 07:15:00+02:00,4,2,1,138.7545,138.7135,138.7804,138.8473,138.9142,138.9889,93.9777,93.5883,92.7975,91.0531,88.9780,84.6373,16.4031,17.0514,17.8916,19.2660,20.5217,21.6348,0.7075,0.0000,0.0000,0.0000,0.0000,0.0000
139.0521,34.8777,6.9581,13.7490,95.8998,2020-04-08 07:30:00+02:00,4,2,1,138.9033,138.7545,138.7135,138.7804,138.8473,138.9142,94.7279,93.9777,93.5883,92.7975,91.0531,88.9780,14.6897,16.4031,17.0514,17.8916,19.2660,20.5217,2.9748,0.7075,0.0000,0.0000,0.0000,0.0000
139.2009,68.3229,12.9194,13.1947,95.8775,2020-04-08 07:45:00+02:00,4,2,1,139.0521,138.9033,138.7545,138.7135,138.7804,138.8473,95.8998,94.7279,93.9777,93.5883,92.7975,91.0531,13.7490,14.6897,16.4031,17.0514,17.8916,19.2660,6.9581,2.9748,0.7075,0.0000,0.0000,0.0000
139.4342,105.6007,19.4632,12.5555,97.6223,2020-04-08 08:00:00+02:00,4,2,1,139.2009,139.0521,138.9033,138.7545,138.7135,138.7804,95.8775,95.8998,94.7279,93.9777,93.5883,92.7975,13.1947,13.7490,14.6897,16.4031,17.0514,17.8916,12.9194,6.9581,2.9748,0.7075,0.0000,0.0000
139.7518,143.6568,26.3627,11.6959,99.0505,2020-04-08 08:15:00+02:00,4,2,1,139.4342,139.2009,139.0521,138.9033,138.7545,138.7135,97.6223,95.8775,95.8998,94.7279,93.9777,93.5883,12.5555,13.1947,13.7490,14.6897,16.4031,17.0514,19.4632,12.9194,6.9581,2.9748,0.7075,0.0000
140.0694,182.9797,33.3912,10.6929,99.6761,2020-04-08 08:30:00+02:00,4,2,1,139.7518,139.4342,139.2009,139.0521,138.9033,138.7545,99.0505,97.6223,95.8775,95.8998,94.7279,93.9777,11.6959,12.5555,13.1947,13.7490,14.6897,16.4031,26.3627,19.4632,12.9194,6.9581,2.9748,0.7075
140.3870,224.0705,42.2452,9.5273,100.0679,2020-04-08 08:45:00+02:00,4,2,1,140.0694,139.7518,139.4342,139.2009,139.0521,138.9033,99.6761,99.0505,97.6223,95.8775,95.8998,94.7279,10.6929,11.6959,12.5555,13.1947,13.7490,14.6897,33.3912,26.3627,19.4632,12.9194,6.9581,2.9748
140.7138,264.6328,51.9514,8.7980,101.0992,2020-04-08 09:00:00+02:00,4,2,1,140.3870,140.0694,139.7518,139.4342,139.2009,139.0521,100.0679,99.6761,99.0505,97.6223,95.8775,95.8998,9.5273,10.6929,11.6959,12.5555,13.1947,13.7490,42.2452,33.3912,26.3627,19.4632,12.9194,6.9581
141.0497,304.2241,61.8531,7.9533,101.0254,2020-04-08 09:15:00+02:00,4,2,1,140.7138,140.3870,140.0694,139.7518,139.4342,139.2009,101.0992,100.0679,99.6761,99.0505,97.6223,95.8775,8.7980,9.5273,10.6929,11.6959,12.5555,13.1947,51.9514,42.2452,33.3912,26.3627,19.4632,12.9194
141.3856,343.6493,71.8642,7.0742,100.8295,2020-04-08 09:30:00+02:00,4,2,1,141.0497,140.7138,140.3870,140.0694,139.7518,139.4342,101.0254,101.0992,100.0679,99.6761,99.0505,97.6223,7.9533,8.7980,9.5273,10.6929,11.6959,12.5555,61.8531,51.9514,42.2452,33.3912,26.3627,19.4632
141.7215,383.0297,81.6524,5.9980,100.5868,2020-04-08 09:45:00+02:00,4,2,1,141.3856,141.0497,140.7138,140.3870,140.0694,139.7518,100.8295,101.0254,101.0992,100.0679,99.6761,99.0505,7.0742,7.9533,8.7980,9.5273,10.6929,11.6959,71.8642,61.8531,51.9514,42.2452,33.3912,26.3627
142.0443,421.1142,91.7222,5.2752,101.3134,2020-04-08 10:00:00+02:00,4,2,1,141.7215,141.3856,141.0497,140.7138,140.3870,140.0694,100.5868,100.8295,101.0254,101.0992,100.0679,99.6761,5.9980,7.0742,7.9533,8.7980,9.5273,10.6929,81.6524,71.8642,61.8531,51.9514,42.2452,33.3912
142.3539,457.6790,102.1085,4.6606,101.0211,2020-04-08 10:15:00+02:00,4,2,1,142.0443,141.7215,141.3856,141.0497,140.7138,140.3870,101.3134,100.5868,100.8295,101.0254,101.0992,100.0679,5.2752,5.9980,7.0742,7.9533,8.7980,9.5273,91.7222,81.6524,71.8642,61.8531,51.9514,42.2452
142.6635,492.6218,112.1705,3.7854,100.7942,2020-04-08 10:30:00+02:00,4,2,1,142.3539,142.0443,141.7215,141.3856,141.0497,140.7138,101.0211,101.3134,100.5868,100.8295,101.0254,101.0992,4.6606,5.2752,5.9980,7.0742,7.9533,8.7980,102.1085,91.7222,81.6524,71.8642,61.8531,51.9514
142.9731,525.7767,121.8806,3.2706,100.3558,2020-04-08 10:45:00+02:00,4,2,1,142.6635,142.3539,142.0443,141.7215,141.3856,141.0497,100.7942,101.0211,101.3134,100.5868,100.8295,101.0254,3.7854,4.6606,5.2752,5.9980,7.0742,7.9533,112.1705,102.1085,91.7222,81.6524,71.8642,61.8531
143.2526,556.8776,131.3405,2.8603,99.7373,2020-04-08 11:00:00+02:00,4,2,1,142.9731,142.6635,142.3539,142.0443,141.7215,141.3856,100.3558,100.7942,101.0211,101.3134,100.5868,100.8295,3.2706,3.7854,4.6606,5.2752,5.9980,7.0742,121.8806,112.1705,102.1085,91.7222,81.6524,71.8642
143.5020,585.7658,139.8114,2.6755,100.8123,2020-04-08 11:15:00+02:00,4,2,1,143.2526,142.9731,142.6635,142.3539,142.0443,141.7215,99.7373,100.3558,100.7942,101.0211,101.3134,100.5868,2.8603,3.2706,3.7854,4.6606,5.2752,5.9980,131.3405,121.8806,112.1705,102.1085,91.7222,81.6524
